NGÀY,GIÁ MỞ CỬA,GIÁ CAO NHẤT,GIÁ THẤP NHẤT,GIÁ ĐÓNG CỬA,THAY ĐỔI GIÁ,% THAY ĐỔI,KHỐI LƯỢNG
17/01/2025,43500,45500,43000,44300,800,0.01839080459770126,119200
16/01/2025,44100,44100,43500,43500,200,0.004618937644341736,34100
15/01/2025,43000,43550,42900,43300,300,0.006976744186046435,48500
14/01/2025,43700,44500,42700,43000,-700,-0.016018306636155555,82800
13/01/2025,43200,43900,42500,43700,0,0,102900
10/01/2025,43600,44500,43400,43700,150,0.003444316877152742,94500
09/01/2025,44050,44300,43500,43550,-500,-0.011350737797956922,83400
08/01/2025,44350,44750,44000,44050,-150,-0.0033936651583710287,73500
07/01/2025,44250,44550,43850,44200,700,0.016091954022988464,134800
06/01/2025,46300,46800,43100,43500,-2800,-0.06047516198704106,214800
03/01/2025,47050,47350,46300,46300,-1050,-0.022175290390707536,104500
02/01/2025,47000,47550,46500,47350,350,0.007446808510638281,75300
31/12/2024,47350,47400,46900,47000,-250,-0.005291005291005346,100400
30/12/2024,47750,47850,47000,47250,-450,-0.009433962264150941,130400
27/12/2024,48700,48700,47550,47700,-750,-0.015479876160990669,119000
26/12/2024,47500,48450,47500,48450,950,0.020000000000000018,163800
25/12/2024,48500,49500,47400,47500,-1000,-0.020618556701030966,454500
24/12/2024,49000,49000,48300,48500,-250,-0.00512820512820511,133400
23/12/2024,49000,49800,48700,48750,450,0.009316770186335477,485600
20/12/2024,47800,48300,47350,48300,600,0.012578616352201255,209300
19/12/2024,47600,48400,47300,47700,-300,-0.006249999999999978,216100
18/12/2024,48650,48650,48000,48000,0,0,125600
17/12/2024,47900,48400,47500,48000,450,0.009463722397476282,162000
16/12/2024,48500,49050,47400,47550,-1100,-0.022610483042137752,143800
13/12/2024,49400,50200,48150,48650,-850,-0.01717171717171717,308400
12/12/2024,48400,50800,47400,49500,1500,0.03125,554600
11/12/2024,48500,48600,47300,48000,-150,-0.0031152647975077885,183000
10/12/2024,47000,49000,47000,48150,1100,0.023379383634431372,450000
09/12/2024,46900,47650,46450,47050,650,0.014008620689655249,327100
06/12/2024,47600,48000,46300,46400,-1800,-0.03734439834024894,390700
05/12/2024,48000,49200,46850,48200,200,0.004166666666666652,285300
04/12/2024,49000,51000,47000,48000,-650,-0.01336073997944498,431300
03/12/2024,45450,48650,45150,48650,3150,0.0692307692307692,793400
02/12/2024,45750,45750,45000,45500,650,0.01449275362318847,137500
29/11/2024,45350,46100,44850,44850,0,0,267700
28/11/2024,43050,45500,43050,44850,1650,0.03819444444444442,338700
27/11/2024,43700,43700,43000,43200,-500,-0.011441647597253968,43300
26/11/2024,44000,45100,43300,43700,-300,-0.006818181818181834,100000
25/11/2024,41350,44200,41350,44000,2650,0.06408706166868194,222500
22/11/2024,41400,41600,41200,41350,-50,-0.0012077294685990392,152200
21/11/2024,41800,42150,41300,41400,-400,-0.009569377990430672,37400
20/11/2024,41900,41900,41200,41800,0,0,112200
19/11/2024,41800,42200,41800,41800,0,0,62600
18/11/2024,42300,42300,41350,41800,-500,-0.011820330969267157,78700
15/11/2024,42700,43200,42300,42300,-500,-0.011682242990654235,78500
14/11/2024,42750,43300,42500,42800,0,0,55700
13/11/2024,43200,43200,42700,42800,-450,-0.010404624277456698,66600
12/11/2024,43850,43850,42800,43250,-650,-0.014806378132118492,223300
11/11/2024,44000,44000,42700,43900,-100,-0.002272727272727315,199100
08/11/2024,44000,44500,43800,44000,-600,-0.013452914798206317,80700
07/11/2024,44400,44900,44000,44600,350,0.00790960451977396,83700
06/11/2024,44300,44700,44000,44250,-50,-0.0011286681715575453,64600
05/11/2024,44300,44400,43950,44300,0,0,58700
04/11/2024,45000,45000,44000,44300,-700,-0.015555555555555545,82400
01/11/2024,44900,45250,44400,45000,0,0,62300
31/10/2024,45600,45650,44600,45000,-200,-0.004424778761061954,63400
30/10/2024,44200,45400,44000,45200,800,0.018018018018018056,114200
29/10/2024,44700,44700,44200,44400,-300,-0.006711409395973145,97300
28/10/2024,44750,45850,44050,44700,-50,-0.0011173184357542443,53800
25/10/2024,46000,46350,44750,44750,-250,-0.005555555555555536,102500
24/10/2024,43350,45600,43150,45000,1700,0.03926096997690531,161100
23/10/2024,43000,43800,42600,43300,700,0.016431924882629012,99900
22/10/2024,44000,44400,42350,42600,-1850,-0.04161979752530931,246300
